COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_MF	p_M	N_MF	N_M
Threonine dehydrogenase or related Zn-dependent dehydrogenase (Tdh) (PDB:4A2C)	0	1	1	NA	COG1063	GC_00000053, GC_00000436, GC_00001332, GC_00002294, GC_00002699, GC_00002850	1	1	1	1
Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)	0	1	1	NA	COG4585	GC_00000247, GC_00001289, GC_00001523, GC_00001758, GC_00002407, GC_00003311, GC_00003558	1	1	1	1
Thiamine monophosphate kinase (ThiL) (PDB:5CC8)	0	1	1	NA	COG0611	GC_00002277	1	1	1	1
ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)	0	1	1	NA	COG0747	GC_00000651, GC_00000713, GC_00001084, GC_00002165, GC_00002227, GC_00002964, GC_00002990, GC_00004055	1	1	1	1
Sucrose-6-phosphate hydrolase SacC, GH32 family (SacC) (PDB:1ST8)	0	1	1	NA	COG1621	GC_00002257, GC_00002382	1	1	1	1
Predicted oxidoreductase, contains short-chain dehydrogenase (SDR) and DUF2520 domains	0	1	1	NA	COG5495	GC_00002162	1	1	1	1
Ribosomal protein S19 (RpsS) (PDB:4V4H)	0	1	1	NA	COG0185	GC_00001384	1	1	1	1
Tryptophan synthase beta chain (TrpB) (PDB:2DH5)	0	1	1	NA	COG0133	GC_00002543	1	1	1	1
FoF1-type ATP synthase, epsilon subunit (AtpC) (PDB:3OAA) (PUBMED:29149348;30304218)	0	1	1	NA	COG0355	GC_00000422	1	1	1	1
Cell division septum initiation protein DivIVA, interacts with FtsZ and MinD (DivIVA) (PDB:2WUJ)	0	1	1	NA	COG3599	GC_00001232, GC_00002921	1	1	1	1
Phosphoglucomutase/phosphomannomutase (Pgm) (PDB:1C47) (PUBMED:30938049)	0	1	1	NA	COG0033	GC_00002014	1	1	1	1
Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein (RbcL) (PDB:2YBV)	0	1	1	NA	COG1850	GC_00000163	1	1	1	1
6-phosphogluconolactonase, cycloisomerase 2 family (Pgl) (PDB:1JOF)	0	1	1	NA	COG2706	GC_00003426	1	1	1	1
Predicted transcriptional regulator, contains an XRE-type HTH domain (archaeal members contain CBS pair) (AF2118)	0	1	1	NA	COG3620	GC_00001727	1	1	1	1
Acetyltransferase, isoleucine patch superfamily (WbbJ)!!!EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)	0	1	1	NA	COG0110!!!COG1020	GC_00003275	1	1	1	1
Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains (YbjT) (PDB:5L3Z)	0	1	1	NA	COG0702	GC_00000145, GC_00002225, GC_00002589, GC_00003277, GC_00003695	1	1	1	1
Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain (AgaS) (PDB:3C3J) (PUBMED:16153181)	0	1	1	NA	COG2222	GC_00003556	1	1	1	1
4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH (IspH) (PDB:3DNF)	0	1	1	NA	COG0761	GC_00000393	1	1	1	1
Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)	0	1	1	NA	COG0260	GC_00001622	1	1	1	1
Predicted epimerase YddE/YHI9, PhzF superfamily (YHI9) (PDB:1SDJ) (PUBMED:24914732)	0	1	1	NA	COG0384	GC_00001434, GC_00002311	1	1	1	1
Nucleotidyltransferase/DNA polymerase DinP involved in DNA repair (DinP) (PDB:4R8U) (PUBMED:16544291)	0	1	1	NA	COG0389	GC_00002130, GC_00002267, GC_00003090	1	1	1	1
Membrane protein insertase Oxa1/YidC/SpoIIIJ (YidC) (PDB:3WO6)	0	1	1	NA	COG0706	GC_00000678	1	1	1	1
Thiamin-binding stress-response protein YqgV, UPF0045 family (YqgV) (PDB:1LXJ) (PUBMED:20471400)	0	1	1	NA	COG0011	GC_00000504	1	1	1	1
Dephospho-CoA kinase (CoaE) (PDB:1JJV)!!!GrpB domain, predicted nucleotidyltransferase, UPF0157 family (GrpB) (PDB:6N39)	0	1	1	NA	COG0237!!!COG2320	GC_00000941	1	1	1	1
Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC (EbsC) (PDB:1DBU)	0	1	1	NA	COG2606	GC_00000857, GC_00002669, GC_00002954	1	1	1	1
Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN (Med) (PDB:2FQW) (PUBMED:21622736)	0	1	1	NA	COG1744	GC_00001145	1	1	1	1
5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB (McrB) (PDB:6HZ4)	0	1	1	NA	COG1401	GC_00002967	1	1	1	1
ABC-type sulfate/molybdate transport systems, ATPase component (CysA)	0	1	1	NA	COG1118	GC_00003022	1	1	1	1
Uncharacterized conserved protein, contains a C-terminal ATPase domain	0	1	1	NA	COG4913	GC_00002640, GC_00003831	1	1	1	1
Ribosomal protein L20 (RplT) (PDB:1VS6) (PUBMED:30270044)	0	1	1	NA	COG0292	GC_00001116	1	1	1	1
Transposase (InsQ)	0	1	1	NA	COG0675	GC_00000167	1	1	1	1
Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)!!!2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase (UbiG) (PDB:1BHJ)!!!Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB (EnvC)	0	1	1	NA	COG0463!!!COG2227!!!COG4942	GC_00001862	1	1	1	1
Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase (MrcB) (PDB:3FWL)	0	1	1	NA	COG0744	GC_00000022, GC_00000281	1	1	1	1
Predicted acetyltransferase, GNAT family	0	1	1	NA	COG3393	GC_00001225, GC_00001461, GC_00002167, GC_00002232, GC_00002963	1	1	1	1
ABC-type phosphate transport system, ATPase component (PstB)	0	1	1	NA	COG1117	GC_00000587	1	1	1	1
Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)	0	1	1	NA	COG0074	GC_00001959	1	1	1	1
G:T-mismatch repair DNA endonuclease Vsr, very short patch repair protein (Vsr) (PDB:1CW0)	0	1	1	NA	COG3727	GC_00001974	1	1	1	1
Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family) (GlpF) (PDB:1FQY)	0	1	1	NA	COG0580	GC_00000342, GC_00000380, GC_00000625, GC_00002129, GC_00003197	1	1	1	1
MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity (MraZ) (PDB:1N0E)	0	1	1	NA	COG2001	GC_00000735	1	1	1	1
Geranylgeranyl pyrophosphate synthase (IspA) (PDB:2AZJ)	0	1	1	NA	COG0142	GC_00000997, GC_00001543	1	1	1	1
DNA-binding transcriptional regulator YbjK (YbjK) (PDB:5X5I)	0	1	1	NA	COG3226	GC_00003135	1	1	1	1
Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)	0	1	1	NA	COG1960	GC_00000078, GC_00000131, GC_00000140, GC_00001110, GC_00001117, GC_00001205, GC_00001371, GC_00001414, GC_00002007, GC_00002556, GC_00002842, GC_00003491, GC_00004132	1	1	1	1
Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)	0	1	1	NA	COG4783	GC_00002549	1	1	1	1
Small-conductance mechanosensitive channel (MscS) (PDB:2OAU)	0	1	1	NA	COG0668	GC_00001601	1	1	1	1
Flagellar biosynthesis/type III secretory pathway ATPase FliI (FliI) (PDB:5B0O)	0	1	1	NA	COG1157	GC_00000440	1	1	1	1
Chromosome segregation ATPase Smc (Smc) (PDB:5XG3)	0	1	1	NA	COG1196	GC_00003510, GC_00003652, GC_00003782	1	1	1	1
Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family (YhcG) (PUBMED:16011798)	0	1	1	NA	COG4804	GC_00003132, GC_00003587	1	1	1	1
3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36)	0	1	1	NA	COG2084	GC_00002500, GC_00002784, GC_00003282, GC_00004061	1	1	1	1
Isocitrate lyase (AceA) (PDB:1DQU)	0	1	1	NA	COG2224	GC_00000522	1	1	1	1
Aldehyde, CO, or xanthine dehydrogenase, Fe-S subunit, CoxS/CutS family (CutS) (PDB:1FFU) (PUBMED:21175741)	0	1	1	NA	COG2080	GC_00000096	1	1	1	1
Putative N-acetylmannosamine-6-phosphate epimerase (NanE) (PDB:1Y0E)	0	1	1	NA	COG3010	GC_00002869	1	1	1	1
Aminopeptidase N, contains DUF3458 domain (PepN) (PDB:6ATK) (PUBMED:24123841)	0	1	1	NA	COG0308	GC_00001388, GC_00002327, GC_00002837	1	1	1	1
Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579)!!!Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	0	1	1	NA	COG0476!!!COG0607	GC_00002095	1	1	1	1
Peptide chain release factor 1 (eRF1) (eRF1) (PDB:3E1Y)	0	1	1	NA	COG1503	GC_00000507	1	1	1	1
Translation elongation factor EF-Tu, a GTPase (TufA) (PDB:1EFU)	0	1	1	NA	COG0050	GC_00000341	1	1	1	1
Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein (GlpX) (PDB:1NI9)	0	1	1	NA	COG1494	GC_00000921	1	1	1	1
Glutamine synthetase adenylyltransferase (GlnE1) (PDB:1V4A)	0	1	1	NA	COG1391	GC_00003249	1	1	1	1
Periplasmic protein TonB, links inner and outer membranes (TonB) (PDB:1IHR)	0	1	1	NA	COG0810	GC_00000567	1	1	1	1
ABC-type spermidine/putrescine transport system, permease component II (PotC)	0	1	1	NA	COG1177	GC_00001675	1	1	1	1
ATP-dependent 26S proteasome regulatory subunit (RPT1) (PDB:5EQT)	0	1	1	NA	COG1222	GC_00000601, GC_00001679, GC_00003359, GC_00003540	1	1	1	1
Arginase/agmatinase family enzyme (SpeB) (PDB:1CEV)	0	1	1	NA	COG0010	GC_00000086, GC_00000534	1	1	1	1
Co-chaperonin GroES (HSP10) (GroES)	0	1	1	NA	COG0234	GC_00000642	1	1	1	1
Guanylate kinase (Gmk) (PDB:1EX6)	0	1	1	NA	COG0194	GC_00000895, GC_00000988	1	1	1	1
Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family (SuhB) (PDB:1AWB)	0	1	1	NA	COG0483	GC_00000644, GC_00001728, GC_00002565	1	1	1	1
Uncharacterized membrane protein YadS, UPF0324 family (YeiH)	0	1	1	NA	COG2855	GC_00000158, GC_00001955	1	1	1	1
Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains (YchJ) (PDB:2I9W)	0	1	1	NA	COG3012	GC_00000631	1	1	1	1
Catalase (KatE) (PDB:6RJR)	0	1	1	NA	COG0753	GC_00001035	1	1	1	1
Protein chain release factor PrfB (PrfB) (PDB:1GQE)	0	1	1	NA	COG1186	GC_00003191, GC_00003619	1	1	1	1
Hypoxanthine-guanine phosphoribosyltransferase (HptA) (PDB:1G9S)	0	1	1	NA	COG0634	GC_00000330	1	1	1	1
Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG (PucG) (PDB:3NNK)	0	1	1	NA	COG0075	GC_00001452	1	1	1	1
Transcriptional regulator of heat shock response (HrcA) (PDB:1STZ)	0	1	1	NA	COG1420	GC_00000815	1	1	1	1
Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG)!!!ACT domain, ACT-3 family (ACT-3) (PDB:1ZVP)	0	1	1	NA	COG3153!!!COG3602	GC_00000624	1	1	1	1
Serine protease, subtilase family (PDB:1T1E)	0	1	1	NA	COG4934	GC_00000211, GC_00000245, GC_00003203	1	1	1	1
Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family (PaaK) (PDB:2Y4O)	0	1	1	NA	COG1541	GC_00002944	1	1	1	1
Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)	0	1	1	NA	COG0251	GC_00001407, GC_00003123, GC_00003424, GC_00004002	1	1	1	1
ATP phosphoribosyltransferase (HisG) (PDB:1H3D)	0	1	1	NA	COG0040	GC_00002046	1	1	1	1
Ribosomal protein L17 (RplQ) (PDB:1GD8)	0	1	1	NA	COG0203	GC_00001176	1	1	1	1
PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family (YqfO) (PDB:2GX8) (PUBMED:17187687;29625546;31118925)	0	1	1	NA	COG3323	GC_00002970	1	1	1	1
DNA repair photolyase (SplB)	0	1	1	NA	COG1533	GC_00002050	1	1	1	1
Copper chaperone CopZ (CopZ) (PDB:1AFI)	0	1	1	NA	COG2608	GC_00001756	1	1	1	1
Uracil-DNA glycosylase (Ung) (PDB:1AKZ) (PUBMED:16237021)	0	1	1	NA	COG0692	GC_00003103	1	1	1	1
Shikimate kinase (AroK) (PDB:1E6C)	0	1	1	NA	COG0703	GC_00000499	1	1	1	1
Fructose-bisphosphate aldolase class Ia, DhnA family (FbaB) (PDB:1OJX)	0	1	1	NA	COG1830	GC_00000423	1	1	1	1
ABC-type guanosine uptake system NupNOPQ, permease component NupP (NupP) (PUBMED:21926227)	0	1	1	NA	COG4603	GC_00001693	1	1	1	1
Predicted acyl esterase (PDB:1JU3)	0	1	1	NA	COG2936	GC_00003280, GC_00003344, GC_00004148	1	1	1	1
Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR)	0	1	1	NA	COG0462	GC_00000764	1	1	1	1
L-arabinose isomerase (AraA) (PDB:2AJT)	0	1	1	NA	COG2160	GC_00003014	1	1	1	1
Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)	0	1	1	NA	COG0537	GC_00000519, GC_00002122	1	1	1	1
Ribosomal protein S12 (RpsL) (PDB:4V4H)	0	1	1	NA	COG0048	GC_00000792	1	1	1	1
Transcriptional accessory protein Tex/SPT6 (Tex) (PDB:2OCE)	0	1	1	NA	COG2183	GC_00001932	1	1	1	1
Nicotinamide riboside transporter PnuC (PnuC) (PDB:4QTN)	0	1	1	NA	COG3201	GC_00003547	1	1	1	1
Neuraminidase (sialidase) NanH, contains C-terminal autotransporter domain (NanH) (PDB:1EUT)	0	1	1	NA	COG4409	GC_00002438	1	1	1	1
Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific (RluA) (PDB:2I82)	0	1	1	NA	COG0564	GC_00000484, GC_00002546	1	1	1	1
Aspartyl aminopeptidase (LAP4) (PDB:1Y7E)	0	1	1	NA	COG1362	GC_00002560	1	1	1	1
Ribosome-binding factor RbfA (RbfA) (PDB:1JOS)	0	1	1	NA	COG0858	GC_00002604	1	1	1	1
Uncharacterized conserved protein	0	1	1	NA	COG4111	GC_00003390, GC_00004187, GC_00004188	1	1	1	1
Uncharacterized conserved protein, DUF779 family	0	1	1	NA	COG3564	GC_00002978	1	1	1	1
Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) (SsuD) (PDB:1BRL)	0	1	1	NA	COG2141	GC_00000409, GC_00000437, GC_00000995, GC_00001062, GC_00002054, GC_00002172, GC_00003422, GC_00003430, GC_00003941	1	1	1	1
Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	0	1	1	NA	COG0404!!!COG0665	GC_00003394	1	1	1	1
ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)!!!ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	0	1	1	NA	COG0444!!!COG1173	GC_00003441	1	1	1	1
NAD-dependent protein deacetylase, SIR2 family (SIR2) (PDB:1M2N)	0	1	1	NA	COG0846	GC_00002103	1	1	1	1
Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase) (PabA) (PDB:1I1Q)	0	1	1	NA	COG0512	GC_00000401	1	1	1	1
Ribosomal protein S1 (RpsA) (PDB:4NNH)	0	1	1	NA	COG0539	GC_00002260	1	1	1	1
Ribosomal protein L16/L10AE (RplP) (PDB:1WKI)	0	1	1	NA	COG0197	GC_00000829	1	1	1	1
3'->5' ssDNA/RNA exonuclease TatD (TatD) (PDB:1J6O) (PUBMED:10747959;25114049)	0	1	1	NA	COG0084	GC_00003369	1	1	1	1
GTPase involved in cell partioning and DNA repair (Obg) (PDB:1LNZ)	0	1	1	NA	COG0536	GC_00001929	1	1	1	1
Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)!!!Acyl-CoA dehydratase PaaZ (MaoC) (PDB:5ZY8)	0	1	1	NA	COG1012!!!COG2030	GC_00002270	1	1	1	1
UDP-N-acetylglucosamine enolpyruvyl transferase (MurA) (PDB:1A2N)!!!Predicted transcriptional regulator	0	1	1	NA	COG0766!!!COG1395	GC_00000220	1	1	1	1
ABC-type proline/glycine betaine transport system, periplasmic component (ProX) (PDB:1R9L)	0	1	1	NA	COG2113	GC_00001063	1	1	1	1
Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473)	0	1	1	NA	COG1359	GC_00000467, GC_00002331, GC_00004016, GC_00004162	1	1	1	1
Predicted acylesterase/phospholipase RssA, containd patatin domain (RssA) (PDB:5FQU)	0	1	1	NA	COG1752	GC_00002377	1	1	1	1
DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation) (PaaX)	0	1	1	NA	COG3327	GC_00000258, GC_00000808	1	1	1	1
Formyltetrahydrofolate hydrolase (PurU) (PDB:3O1L)	0	1	1	NA	COG0788	GC_00000041	1	1	1	1
Sugar (pentulose or hexulose) kinase (XylB) (PDB:4C23)	0	1	1	NA	COG1070	GC_00000178	1	1	1	1
Glucan phosphorylase (GlgP) (PDB:1A8I)	0	1	1	NA	COG0058	GC_00000011	1	1	1	1
Histidinol phosphatase or related hydrolase of the PHP family (HIS2) (PDB:1M65)	0	1	1	NA	COG1387	GC_00001058	1	1	1	1
ABC-type Fe3+-siderophore transport system, permease component (FepD) (PDB:2NQ2)	0	1	1	NA	COG0609	GC_00002414	1	1	1	1
Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily (ZapE)	0	1	1	NA	COG1485	GC_00000559, GC_00001065	1	1	1	1
Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain (YndB) (PDB:2KTE) (PUBMED:20818668)	0	1	1	NA	COG3832	GC_00000179, GC_00000397, GC_00001831, GC_00001913, GC_00002274, GC_00002635, GC_00003508	1	1	1	1
LD-carboxypeptidase LdcB, LAS superfamily (LdcB) (PDB:4D0Y) (PUBMED:24909784)	0	1	1	NA	COG1876	GC_00000796	1	1	1	1
DNA-directed RNA polymerase, alpha subunit/40 kD subunit (RpoA) (PDB:4KN7)	0	1	1	NA	COG0202	GC_00000695	1	1	1	1
Cytochrome oxidase assembly protein ShyY1 (Shy1)	0	1	1	NA	COG3346	GC_00001943, GC_00002649	1	1	1	1
Uncharacterized NAD(P)/FAD-binding protein YdhS (YdhS)	0	1	1	NA	COG4529	GC_00002033, GC_00002096	1	1	1	1
Uncharacterized protein, contains DUF2461 domain	0	1	1	NA	COG5587	GC_00000344	1	1	1	1
tRNA 5-hydroxyU34 O-methylase TrmR/YrrM (TrmR) (PDB:1H1D) (PUBMED:29982645)	0	1	1	NA	COG4122	GC_00002111, GC_00003548	1	1	1	1
Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family (YloU)	0	1	1	NA	COG1302	GC_00002749	1	1	1	1
Panthothenate synthetase (PanC) (PDB:1DIN) (PUBMED:17968677)	0	1	1	NA	COG0414	GC_00000187	1	1	1	1
ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)	0	1	1	NA	COG0601	GC_00000904, GC_00001312, GC_00001348, GC_00001351, GC_00001440, GC_00002238, GC_00004133	1	1	1	1
8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)	0	1	1	NA	COG0494	GC_00000370, GC_00001008, GC_00002259, GC_00003378	1	1	1	1
Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase (HisA) (PDB:4U28)	0	1	1	NA	COG0106	GC_00001138, GC_00003307	1	1	1	1
Flagellar biogenesis protein FliO (FliO)	0	1	1	NA	COG3190	GC_00001357	1	1	1	1
Signal peptidase I (LepB) (PDB:1B12) (PUBMED:1925027)	0	1	1	NA	COG0681	GC_00001539, GC_00002796, GC_00003112	1	1	1	1
GAF domain-containing protein, putative methionine-R-sulfoxide reductase (MsrC) (PDB:1F5M)	0	1	1	NA	COG1956	GC_00003393	1	1	1	1
Trans-aconitate methyltransferase (Tam) (PDB:2P35)	0	1	1	NA	COG4106	GC_00000252	1	1	1	1
Predicted metal-dependent hydrolase, phosphotriesterase family (Php) (PDB:1BF6)	0	1	1	NA	COG1735	GC_00000351, GC_00001980, GC_00003095	1	1	1	1
HPr or related phosphotransfer protein (PtsH) (PDB:1CM2)	0	1	1	NA	COG1925	GC_00000098, GC_00003408	1	1	1	1
N-acetylglutamate kinase (ArgB) (PDB:3S6G)	0	1	1	NA	COG0548	GC_00003052	1	1	1	1
Orotate phosphoribosyltransferase (PyrE) (PDB:4WML)	0	1	1	NA	COG0461	GC_00000877	1	1	1	1
YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor (YqgF) (PDB:1IV0) (PUBMED:25545592;26817626)	0	1	1	NA	COG0816	GC_00001474	1	1	1	1
GAF domain (GAF)!!!Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)	0	1	1	NA	COG2203!!!COG4585	GC_00003008	1	1	1	1
Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)!!!Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)	0	1	1	NA	COG1396!!!COG1917	GC_00000827, GC_00003754	1	1	1	1
Protein translocase subunit YajC (YajC)	0	1	1	NA	COG1862	GC_00001598	1	1	1	1
Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain (YdbS)	0	1	1	NA	COG3402	GC_00002520	1	1	1	1
Protein thiol-disulfide isomerase DsbC (DsbG) (PDB:2HI7)	0	1	1	NA	COG1651	GC_00001502	1	1	1	1
DNA-directed RNA polymerase, beta subunit/140 kD subunit (RpoB) (PDB:5UAJ)	0	1	1	NA	COG0085	GC_00001612	1	1	1	1
Phosphoserine phosphatase RsbU, regulator of sigma subunit (RsbU) (PDB:5UCG)	0	1	1	NA	COG2208	GC_00001444	1	1	1	1
ATP-dependent Clp protease adapter protein ClpS (ClpS) (PDB:1LZW)	0	1	1	NA	COG2127	GC_00000746	1	1	1	1
3-oxoacyl-(acyl-carrier-protein) synthase (FabB) (PDB:2UV8) (PUBMED:21652641)	0	1	1	NA	COG0304	GC_00003431	1	1	1	1
Zn-dependent metallopeptidase, zincin/DUF2342 superfamily (Zincin) (PDB:3CMN) (PUBMED:23671590)	0	1	1	NA	COG5282	GC_00001505, GC_00002459	1	1	1	1
Prephenate dehydrogenase (TyrA) (PDB:2F1K)	0	1	1	NA	COG0287	GC_00001486	1	1	1	1
Ribosomal protein S11 (RpsK) (PDB:4V4H)	0	1	1	NA	COG0100	GC_00000780	1	1	1	1
Ribosomal protein L3 (RplC) (PDB:1VS6)	0	1	1	NA	COG0087	GC_00000833	1	1	1	1
Translation initiation factor IF-1 (InfA) (PDB:5FIM)	0	1	1	NA	COG0361	GC_00001283	1	1	1	1
Protocatechuate 3,4-dioxygenase beta subunit (PcaH) (PDB:1DLM)	0	1	1	NA	COG3485	GC_00001321, GC_00001614	1	1	1	1
4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase (DapA) (PDB:2R91) (PUBMED:27574185)	0	1	1	NA	COG0329	GC_00001774, GC_00002583, GC_00003194	1	1	1	1
Predicted metal-binding membrane protein	0	1	1	NA	COG5486	GC_00003046	1	1	1	1
Ribosomal protein L19 (RplS) (PDB:1VS6) (PUBMED:27941785)	0	1	1	NA	COG0335	GC_00000896	1	1	1	1
Phosphoglycolate phosphatase, HAD superfamily (Gph) (PDB:2NYV)	0	1	1	NA	COG0546	GC_00000513, GC_00002137, GC_00002889	1	1	1	1
Glutamate racemase (MurI) (PDB:1B73)	0	1	1	NA	COG0796	GC_00002119	1	1	1	1
Predicted permease, AEC (auxin efflux carrier) family (YfdV)	0	1	1	NA	COG0679	GC_00001661	1	1	1	1
Glycyl-tRNA synthetase, class II (GRS1) (PDB:2PME)	0	1	1	NA	COG0423	GC_00002531	1	1	1	1
Superoxide dismutase (SodA) (PDB:1AP5)	0	1	1	NA	COG0605	GC_00001356	1	1	1	1
TRAP-type uncharacterized transport system, periplasmic component (Imp) (PDB:1US4)	0	1	1	NA	COG2358	GC_00001280	1	1	1	1
Ribosomal protein L28 (RpmB) (PDB:2JZ6)	0	1	1	NA	COG0227	GC_00001419	1	1	1	1
Mg/Co/Ni transporter MgtE (contains CBS domain) (MgtE) (PDB:2YVX)	0	1	1	NA	COG2239	GC_00001057	1	1	1	1
Polyphosphate kinase (Ppk) (PDB:1XDO)	0	1	1	NA	COG0855	GC_00001182	1	1	1	1
Transcription termination factor Rho (Rho) (PDB:1PVO)	0	1	1	NA	COG1158	GC_00001120	1	1	1	1
Cadmium resistance protein CadD, predicted permease (CadD)	0	1	1	NA	COG4300	GC_00002588	1	1	1	1
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	0	1	1	NA	COG0596	GC_00000867, GC_00001026, GC_00001123, GC_00001151, GC_00001272, GC_00001779, GC_00001803, GC_00001832, GC_00001854, GC_00002121, GC_00002301, GC_00002406, GC_00002592, GC_00002681, GC_00002982, GC_00003198, GC_00003261, GC_00003348	1	1	1	1
Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family (YejR) (PDB:1NIJ) (PUBMED:19822009;31132310)	0	1	1	NA	COG0523	GC_00001954	1	1	1	1
Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)	0	1	1	NA	COG0404	GC_00002924	1	1	1	1
ADP-ribose pyrophosphatase YjhB, NUDIX family (YjhB) (PDB:3GZ5)	0	1	1	NA	COG1051	GC_00000314, GC_00001436, GC_00001970, GC_00002930, GC_00003958	1	1	1	1
L-serine deaminase (SdaA) (PDB:4RQO)	0	1	1	NA	COG1760	GC_00000043	1	1	1	1
N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit (HyuA)	0	1	1	NA	COG0145	GC_00002688, GC_00002711, GC_00003230	1	1	1	1
Phosphopantetheine adenylyltransferase (CoaD) (PDB:3F3M)	0	1	1	NA	COG0669	GC_00000716	1	1	1	1
Ribosomal protein S7 (RpsG) (PDB:4V4H)	0	1	1	NA	COG0049	GC_00000572	1	1	1	1
Argininosuccinate lyase (ArgH) (PDB:1AOS)	0	1	1	NA	COG0165	GC_00002946	1	1	1	1
Phosphohistidine phosphatase SixA (SixA) (PDB:1UJB)	0	1	1	NA	COG2062	GC_00000233	1	1	1	1
Arginine/lysine/ornithine decarboxylase (LdcC) (PDB:1C4K)	0	1	1	NA	COG1982	GC_00000143	1	1	1	1
